doc term frequency weight
D4 beir 1 0.0939
D4 benchmark 1 0.0530
D4 empir 1 0.0939
D4 result 1 0.0380
D4 indic 1 0.0939
D4 consider 1 0.0939
D4 cost 1 0.0669
D4 also 1 0.0442
D4 retain 1 0.0939
D5 dens 2 0.2408
D5 embedding-bas 1 0.1204
D5 retriev 2 0.1370
D5 industri 2 0.3380
D5 standard 3 0.3612
D5 semant 1 0.0954
D5 search 2 0.2408
D5 rank 1 0.0796
D5 problem 1 0.1690
D5 like 1 0.1204
D5 obtain 1 0.1690
D5 relev 1 0.0796
D5 web 1 0.1690
D5 document 4 0.2739
D5 given 2 0.3380
D5 queri 4 0.3184
D5 techniqu 1 0.1690
D5 use 2 0.1370
D5 two-stag 1 0.1690
D5 process 1 0.1690
D5 contrast 1 0.1690
D5 learn 5 0.3979
D5 train 1 0.1204
D5 dual 2 0.3380
D5 encod 2 0.2408
D5 emb 1 0.1690
D5 b 1 0.1690
D5 approxim 1 0.1690
D5 nearest 1 0.1690
D5 neighbor 1 0.1690
D5 ann 5 0.8451
D5 find 1 0.1204
D5 similar 1 0.1204
D5 two 1 0.1204
D5 stage 1 0.1690
D5 disjoint 1 0.1690
D5 embed 4 0.3817
D5 might 1 0.1690
D5 ill-suit 1 0.1690
D5 method 1 0.0954
D5 vice-versa 1 0.1690
D5 lead 1 0.1690
D5 suboptim 1 0.1690
D5 perform 2 0.1370
D5 work 1 0.1204
D5 propos 1 0.0685
D5 end-to-end 1 0.1690
D5 hierarch 1 0.1690
D5 index 2 0.2408
D5 ehi 5 0.8451
D5 jointli 1 0.1690
D5 structur 3 0.3612
D5 optim 1 0.1690
D5 model 1 0.0602
D5 invert 1 0.1690
D5 file 1 0.1690
D5 ivf 1 0.1690
D5 style 1 0.1690
D5 tree 2 0.3380
D5 effici 2 0.2408
D5 ensur 1 0.1690
D5 stabl 1 0.1690
D5 discret 1 0.1690
D5 tree-bas 1 0.1690
D5 introduc 1 0.1204
D5 notion 1 0.1690
D5 path 1 0.1690
D5 captur 1 0.1690
D5 posit 1 0.1690
D5 query/docu 1 0.1690
D5 demonstr 1 0.0796
D5 effect 1 0.0685
D5 sever 1 0.1690
D5 benchmark 2 0.1908
D5 includ 1 0.1690
D5 de-facto 1 0.1690
D5 ms 2 0.2408
D5 marco 2 0.2408
D5 dev 2 0.3380
D5 set 2 0.2408
D5 trec 2 0.1592
D5 dl19 2 0.3380
D5 dataset 1 0.0685
D5 exampl 1 0.1690
D5 comput 1 0.0796
D5 budget 1 0.1690
D5 outperform 1 0.1204
D5 state-of-the-art 1 0.1204
D5 sota 1 0.1690
D5 0.6% 1 0.1690
D5 mrr@10 1 0.1690
D5 4.2% 1 0.1690
D5 ndcg@10 1 0.1690
D6 queri 2 0.0724
D6 expans 4 0.2189
D6 qe 4 0.3073
D6 commonli 1 0.0768
D6 use 3 0.0934
D6 improv 1 0.0434
D6 perform 1 0.0311
D6 tradit 2 0.1095
D6 inform 1 0.0547
D6 retriev 1 0.0311
D6 ir 2 0.1537
D6 model 11 0.3010
D6 adopt 1 0.0768
D6 deep 1 0.0434
D6 learn 2 0.0724
D6 research 2 0.0867
D6 neural 3 0.2305
D6 emerg 1 0.0768
D6 recent 1 0.0547
D6 year 1 0.0768
D6 mani 1 0.0768
D6 focu 1 0.0768
D6 embed 2 0.0867
D6 leverag 1 0.0547
D6 query-docu 3 0.2305
D6 relev 2 0.0724
D6 allow 1 0.0547
D6 comput 1 0.0362
D6 semant 1 0.0434
D6 similar 1 0.0547
D6 document 2 0.0623
D6 gener 2 0.1095
D6 term 1 0.0768
D6 howev 1 0.0768
D6 exist 1 0.0434
D6 often 1 0.0768
D6 ignor 1 0.0768
D6 interact 2 0.1095
D6 aim 1 0.0768
D6 address 1 0.0362
D6 gap 1 0.0547
D6 propos 3 0.0934
D6 condit 1 0.0768
D6 variat 1 0.0768
D6 autoencod 1 0.0768
D6 first 1 0.0547
D6 map 1 0.0768
D6 pair 1 0.0768
D6 latent 2 0.1537
D6 space 2 0.1095
D6 base 1 0.0434
D6 estim 1 0.0768
D6 train 1 0.0547
D6 feedback 2 0.1537
D6 data 1 0.0547
D6 pseudo-relev 1 0.0768
D6 test 1 0.0434
D6 time 1 0.0768
D6 evalu 1 0.0434
D6 three 1 0.0768
D6 standard 1 0.0547
D6 trec 1 0.0362
D6 collect 1 0.0547
D6 rank 2 0.0724
D6 ap 1 0.0768
D6 robust 1 0.0768
D6 04 1 0.0768
D6 gov02 1 0.0768
D6 ms 1 0.0547
D6 marco 1 0.0547
D6 dataset 1 0.0311
D6 passag 1 0.0768
D6 result 1 0.0311
D6 show 1 0.0547
D6 outperform 1 0.0547
D6 state-of-the-art 1 0.0547
D6 also 1 0.0362
D6 demonstr 1 0.0362
D6 higher 1 0.0768
D6 addit 1 0.0434
D6 match 1 0.0547
D6 baselin 1 0.0768
